Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
North America,China,Toys,Online,High,2023-03-26,745,2023-04-11,759,9.40,1.70,20.60,43.60,20.40
North America,India,Clothing,Offline,Low,2022-04-25,746,2023-04-09,674,5.50,4.70,3.70,16.30,7.20
South America,China,Toys,Online,Low,2023-03-19,747,2023-04-13,67,5.50,3.20,58.40,19.10,11.80
Asia,China,Clothing,Online,Medium,2023-01-28,748,2023-04-11,764,9.90,3.70,6.80,5.40,28.20
Australia,Australia,Toys,Online,Medium,2023-03-29,749,2023-04-09,596,6.40,3.40,54.00,32.80,12.50
South America,Australia,Furniture,Offline,High,2022-05-13,750,2023-04-09,948,3.00,2.60,98.90,38.50,41.40
Europe,Argentina,Toys,Offline,Medium,2022-06-20,751,2023-04-13,72,7.20,0.50,27.60,49.20,35.70
North America,Brazil,Food,Online,High,2022-10-26,752,2023-04-14,159,4.40,0.70,84.50,16.00,26.30
Australia,Argentina,Furniture,Online,High,2022-06-12,753,2023-04-09,52,8.70,4.60,29.00,15.20,13.80
North America,Canada,Sports,Online,High,2022-07-22,754,2023-04-15,395,6.40,2.60,46.80,42.10,5.30
North America,Australia,Toys,Online,Medium,2022-10-16,755,2023-04-14,509,9.50,0.80,55.20,4.30,26.90
North America,France,Electronics,Offline,Medium,2023-01-02,756,2023-04-13,119,7.60,1.80,4.60,27.70,32.10
North America,Brazil,Furniture,Offline,Medium,2022-11-28,757,2023-04-14,336,5.50,2.70,45.40,32.70,23.50
Asia,France,Sports,Online,Low,2022-04-22,758,2023-04-10,724,2.10,3.20,27.30,30.80,46.70
South America,Argentina,Sports,Offline,Low,2023-03-10,759,2023-04-15,486,6.10,1.20,7.60,46.60,13.10
South America,Australia,Furniture,Offline,Medium,2023-04-02,760,2023-04-11,472,1.50,0.90,65.50,35.70,49.30
North America,Mexico,Toys,Online,High,2023-01-03,761,2023-04-14,190,3.70,3.40,89.00,22.20,20.30
Europe,Argentina,Furniture,Offline,Medium,2022-08-13,762,2023-04-14,972,2.00,1.20,58.00,45.80,2.40
Europe,Australia,Toys,Online,Low,2022-11-26,763,2023-04-10,692,4.30,0.80,61.30,44.40,26.70
Australia,China,Sports,Offline,High,2022-12-14,764,2023-04-09,727,9.50,2.90,37.20,40.40,33.80
South America,Canada,Sports,Online,Low,2023-02-09,765,2023-04-12,169,9.00,4.70,27.10,22.20,24.10
North America,UK,Toys,Offline,Medium,2022-07-26,766,2023-04-09,520,2.90,1.60,46.10,29.10,2.60
Asia,China,Furniture,Online,Low,2022-12-03,767,2023-04-14,296,6.20,2.10,43.80,46.10,49.70
North America,Canada,Clothing,Offline,Medium,2022-05-03,768,2023-04-12,626,0.20,2.60,28.00,11.40,8.80
Australia,Brazil,Toys,Online,High,2022-05-03,769,2023-04-12,162,1.60,1.60,75.80,8.10,38.40
Asia,Germany,Food,Online,Low,2022-05-11,770,2023-04-14,87,5.60,1.80,42.20,22.70,5.50
Asia,Mexico,Toys,Offline,High,2023-02-10,771,2023-04-10,704,7.30,2.90,13.20,25.80,3.20
North America,France,Clothing,Online,Medium,2022-08-22,772,2023-04-14,984,9.70,2.30,86.60,29.10,41.00
North America,Mexico,Electronics,Offline,High,2023-03-15,773,2023-04-11,797,7.40,2.60,21.30,11.90,25.30
Australia,India,Clothing,Online,Medium,2022-07-27,774,2023-04-10,634,2.20,1.40,33.80,20.80,14.50
North America,Mexico,Furniture,Offline,Low,2022-12-10,775,2023-04-12,392,5.50,3.50,97.50,29.40,26.00
North America,Mexico,Food,Online,Medium,2022-06-09,776,2023-04-12,647,2.40,1.40,76.00,47.40,20.40
North America,Mexico,Electronics,Online,Medium,2022-05-26,777,2023-04-09,755,4.80,2.60,58.70,33.30,45.10
Europe,China,Toys,Online,High,2023-01-30,778,2023-04-09,371,1.30,3.00,31.30,19.70,10.80
Australia,India,Electronics,Offline,Low,2023-02-16,779,2023-04-10,44,5.80,4.70,54.50,26.70,30.00
Australia,Australia,Food,Online,High,2023-01-31,780,2023-04-14,225,2.60,4.30,72.40,6.90,15.50
Australia,Mexico,Clothing,Offline,Medium,2022-05-19,781,2023-04-12,973,3.60,4.20,41.40,26.10,4.40
North America,Brazil,Food,Online,High,2022-10-16,782,2023-04-09,947,3.70,4.00,39.10,39.90,31.50
Australia,Argentina,Food,Online,High,2022-12-12,783,2023-04-13,273,8.00,1.10,23.70,47.80,35.30
Asia,Canada,Food,Online,High,2023-02-28,784,2023-04-12,705,2.70,4.70,98.30,30.90,29.00
Australia,Canada,Furniture,Online,High,2022-12-04,785,2023-04-15,441,0.20,0.90,7.80,27.40,7.00
Asia,India,Furniture,Online,High,2022-07-04,786,2023-04-13,508,5.70,2.10,31.20,14.50,18.60
Asia,UK,Clothing,Online,Medium,2023-04-05,787,2023-04-09,770,7.60,2.40,8.10,28.00,12.70
Europe,India,Furniture,Online,High,2022-07-20,788,2023-04-15,189,6.00,1.30,32.80,37.10,32.20
Asia,Australia,Toys,Online,High,2023-03-31,789,2023-04-10,759,3.60,1.60,83.00,4.70,13.70
Australia,Brazil,Toys,Offline,High,2022-07-18,790,2023-04-12,114,5.00,2.30,23.70,43.70,33.90
North America,Germany,Sports,Offline,Medium,2022-09-10,791,2023-04-13,804,8.80,2.40,97.60,11.40,11.90
Europe,UK,Electronics,Offline,Medium,2022-12-21,792,2023-04-10,140,2.90,1.90,19.20,34.90,38.30
Asia,Canada,Furniture,Offline,Medium,2023-03-07,793,2023-04-15,998,6.80,3.40,56.50,20.50,48.70
Australia,China,Clothing,Online,Low,2022-12-22,794,2023-04-15,840,9.20,1.90,14.40,21.50,30.70
North America,Mexico,Toys,Online,Low,2023-01-02,795,2023-04-12,688,0.40,1.80,64.60,29.20,17.00
South America,Brazil,Electronics,Online,Medium,2023-04-03,796,2023-04-09,72,7.90,0.30,29.50,5.30,50.00
North America,Mexico,Electronics,Offline,Medium,2023-03-31,797,2023-04-15,384,8.90,3.20,59.10,17.80,44.50
Europe,Argentina,Furniture,Online,Low,2022-06-19,798,2023-04-12,99,5.70,4.30,48.40,14.10,25.40
North America,Germany,Food,Offline,High,2023-02-10,799,2023-04-10,531,7.50,4.60,84.40,23.60,46.00
Asia,China,Sports,Online,Medium,2022-06-05,800,2023-04-10,548,9.50,1.70,51.40,19.90,48.90
Asia,Mexico,Food,Online,High,2022-06-17,801,2023-04-12,646,3.00,2.10,21.10,32.00,28.70
Asia,China,Electronics,Online,Low,2022-12-12,802,2023-04-13,867,0.50,3.70,17.40,9.70,37.80
Australia,Australia,Furniture,Online,Medium,2022-10-04,803,2023-04-09,724,5.80,3.20,97.70,44.90,6.10
Australia,Mexico,Toys,Offline,High,2022-06-19,804,2023-04-15,952,1.40,3.30,29.00,28.40,35.30
Australia,Australia,Sports,Online,High,2022-12-31,805,2023-04-15,865,4.60,1.10,56.60,36.30,26.60
Europe,Canada,Clothing,Online,Medium,2023-02-28,806,2023-04-14,407,8.50,2.70,99.40,38.50,9.80
Asia,UK,Toys,Offline,Low,2023-02-10,807,2023-04-09,364,0.20,4.30,47.90,14.70,41.10
North America,Argentina,Sports,Online,Low,2022-05-15,808,2023-04-15,844,7.80,4.20,63.20,49.90,9.10
Australia,Argentina,Food,Offline,Low,2022-12-04,809,2023-04-12,499,3.50,2.20,22.40,41.30,11.10
Australia,Argentina,Sports,Online,Medium,2023-01-15,810,2023-04-09,703,0.30,2.10,80.50,1.60,48.10
Europe,UK,Furniture,Offline,Medium,2022-07-22,811,2023-04-10,869,8.70,0.70,40.20,9.80,43.20
Europe,UK,Food,Online,Low,2023-01-10,812,2023-04-14,525,2.80,0.70,28.50,19.90,45.70
Australia,India,Food,Online,High,2023-01-22,813,2023-04-12,782,0.60,2.40,62.70,16.00,46.00
Asia,Canada,Toys,Online,Medium,2022-06-22,814,2023-04-13,959,1.60,1.90,85.90,43.00,27.50
Europe,Brazil,Toys,Offline,Low,2022-08-28,815,2023-04-10,954,3.10,4.50,18.90,21.20,33.80
Europe,Mexico,Sports,Offline,Low,2023-03-17,816,2023-04-11,620,3.90,4.20,95.70,35.50,33.00
North America,Argentina,Food,Offline,High,2022-04-21,817,2023-04-11,799,8.50,4.80,76.10,28.60,49.70
Australia,USA,Sports,Online,Low,2023-01-17,818,2023-04-09,642,2.10,3.30,37.60,16.20,30.70
Australia,Australia,Toys,Online,Low,2022-11-23,819,2023-04-13,241,6.70,0.40,17.50,26.40,36.00
South America,Brazil,Food,Online,Low,2022-10-30,820,2023-04-13,1,2.70,1.10,48.00,21.10,10.10
Europe,Mexico,Electronics,Online,Low,2022-12-09,821,2023-04-11,607,3.90,4.70,24.10,8.00,46.40
South America,Japan,Toys,Online,Medium,2022-09-05,822,2023-04-15,439,9.00,3.20,62.20,11.00,39.20
South America,France,Furniture,Offline,Medium,2022-11-22,823,2023-04-12,341,0.80,4.00,52.00,5.40,4.40
Asia,Canada,Furniture,Offline,Medium,2022-12-30,824,2023-04-11,408,6.10,2.50,86.30,33.30,8.50
Europe,France,Electronics,Offline,Medium,2022-05-28,825,2023-04-11,649,2.10,2.80,71.40,47.40,28.70
South America,Argentina,Sports,Online,Medium,2022-10-26,826,2023-04-13,632,4.50,1.70,5.70,1.40,7.60
South America,Japan,Toys,Online,Low,2022-06-08,827,2023-04-14,328,3.90,4.90,74.40,14.80,24.80
North America,India,Electronics,Online,High,2022-08-31,828,2023-04-13,477,4.60,1.40,88.00,40.40,48.90
South America,France,Toys,Online,Low,2022-06-09,829,2023-04-15,743,9.30,4.10,70.20,43.50,2.70
Europe,Japan,Food,Online,Low,2023-03-13,830,2023-04-15,977,8.80,4.90,27.70,33.80,28.40
South America,Mexico,Sports,Offline,Low,2022-11-10,831,2023-04-09,11,9.30,4.20,97.40,49.30,49.70
North America,USA,Toys,Online,Medium,2023-02-04,832,2023-04-12,494,0.90,0.20,24.70,41.00,37.20
Australia,China,Toys,Offline,Low,2022-09-09,833,2023-04-14,21,6.60,1.10,31.10,19.00,18.80
Europe,France,Sports,Online,Medium,2022-07-18,834,2023-04-15,414,3.20,2.80,52.80,2.60,37.20
Australia,France,Electronics,Offline,Low,2023-01-16,835,2023-04-14,681,3.80,4.60,2.30,45.00,21.10
Australia,China,Sports,Online,Low,2022-07-18,836,2023-04-15,352,2.00,2.20,87.40,28.30,32.40
Australia,India,Food,Offline,High,2023-03-14,837,2023-04-10,557,3.00,3.30,19.20,42.50,0.20
Asia,Mexico,Electronics,Online,Medium,2022-04-10,838,2023-04-15,764,0.40,3.10,14.30,16.20,10.40
Asia,UK,Toys,Online,Medium,2022-07-15,839,2023-04-10,843,5.60,1.70,82.50,7.40,34.20
Europe,Brazil,Electronics,Offline,Medium,2023-03-05,840,2023-04-11,946,0.50,1.00,96.50,35.10,38.40
Europe,France,Sports,Offline,Medium,2022-10-10,841,2023-04-14,716,8.60,2.80,80.60,5.00,35.80
South America,Canada,Toys,Online,High,2022-10-06,842,2023-04-09,399,0.80,2.30,25.10,40.90,3.50
South America,Japan,Furniture,Offline,High,2022-11-06,843,2023-04-09,844,4.10,3.40,34.00,15.10,44.30
South America,India,Sports,Offline,High,2022-05-30,844,2023-04-14,870,0.40,2.20,87.90,18.70,13.50
North America,USA,Furniture,Offline,Low,2022-05-06,845,2023-04-12,48,1.40,1.60,85.10,13.40,12.10
Europe,France,Furniture,Offline,Medium,2022-04-27,846,2023-04-09,385,3.30,3.30,52.90,30.80,27.20
Europe,Mexico,Toys,Offline,Low,2023-02-10,847,2023-04-15,682,8.60,4.90,86.70,32.80,28.10
Europe,USA,Furniture,Online,High,2022-12-07,848,2023-04-12,999,7.80,1.10,41.10,5.90,40.60
South America,China,Clothing,Offline,Low,2022-05-05,849,2023-04-12,573,7.50,4.40,65.10,2.90,3.80
Asia,Mexico,Sports,Offline,High,2023-03-13,850,2023-04-13,43,5.30,3.10,50.50,16.20,29.80
Australia,Canada,Clothing,Offline,High,2022-08-15,851,2023-04-10,260,9.30,0.10,93.70,3.90,38.40
Europe,Canada,Food,Offline,High,2022-08-12,852,2023-04-15,874,1.10,0.40,60.70,22.00,50.00
North America,Germany,Furniture,Offline,High,2022-10-23,853,2023-04-14,730,0.70,1.40,89.70,5.40,28.40
South America,USA,Sports,Offline,High,2022-07-22,854,2023-04-13,168,7.60,1.10,69.70,18.90,31.20
Europe,Canada,Food,Offline,Medium,2022-11-23,855,2023-04-12,412,2.30,0.80,6.20,35.20,10.70
Australia,China,Clothing,Offline,Medium,2023-02-19,856,2023-04-12,94,4.80,0.80,18.50,43.10,34.00
Australia,Japan,Sports,Online,Low,2022-11-18,857,2023-04-15,368,10.00,1.50,94.80,31.00,18.40
Europe,Argentina,Electronics,Offline,Low,2022-04-10,858,2023-04-13,7,6.10,4.90,76.60,16.10,19.50
North America,Brazil,Sports,Offline,Medium,2022-10-26,859,2023-04-15,963,6.00,2.50,8.00,46.00,37.90
Australia,France,Toys,Online,Low,2022-06-04,860,2023-04-12,854,1.50,1.00,53.10,38.10,17.30
Europe,China,Clothing,Offline,High,2022-04-23,861,2023-04-14,227,3.10,2.90,13.00,16.60,18.20
South America,France,Sports,Offline,Low,2022-05-31,862,2023-04-09,927,7.60,0.60,28.10,13.70,27.60
Europe,India,Electronics,Online,Low,2022-09-24,863,2023-04-11,753,9.00,1.80,10.50,36.20,39.70
Europe,Germany,Toys,Offline,Low,2022-05-06,864,2023-04-11,481,8.90,1.90,94.10,41.70,19.80
Europe,Germany,Toys,Online,High,2022-05-03,865,2023-04-14,32,1.00,4.60,97.10,5.00,20.90
North America,Mexico,Clothing,Online,High,2022-10-02,866,2023-04-10,664,2.50,4.10,100.00,26.90,45.30
Asia,Mexico,Electronics,Online,Low,2023-01-05,867,2023-04-12,595,3.40,2.60,16.40,21.80,39.10
Asia,Australia,Food,Online,Low,2022-04-09,868,2023-04-10,762,5.00,4.30,88.20,9.90,22.90
South America,Brazil,Electronics,Online,Medium,2022-12-19,869,2023-04-15,460,6.90,2.70,35.90,43.80,21.10
North America,Brazil,Sports,Offline,High,2023-01-11,870,2023-04-12,626,1.90,1.30,28.90,20.30,19.40
South America,India,Furniture,Online,High,2023-02-01,871,2023-04-11,228,9.00,1.50,44.10,21.50,44.00
North America,Japan,Sports,Offline,High,2022-11-09,872,2023-04-15,586,3.10,2.90,71.60,10.50,2.90
Asia,USA,Toys,Offline,Low,2022-10-10,873,2023-04-10,739,8.60,3.80,59.90,1.40,7.80
Asia,China,Electronics,Online,High,2022-05-23,874,2023-04-10,378,5.40,3.60,83.30,28.20,2.00
Australia,Argentina,Furniture,Online,Low,2022-11-30,875,2023-04-12,424,1.60,4.20,53.80,45.00,3.10
Europe,Australia,Toys,Offline,Medium,2022-12-25,876,2023-04-12,847,4.90,3.70,47.80,37.70,46.80
Asia,Japan,Sports,Offline,Low,2022-12-10,877,2023-04-14,783,8.30,2.10,58.70,0.80,37.70
South America,China,Electronics,Offline,Low,2022-06-04,878,2023-04-09,212,4.90,4.10,48.80,19.50,33.70
South America,Germany,Electronics,Offline,Low,2023-01-23,879,2023-04-12,769,3.30,0.90,2.50,48.10,39.50
North America,India,Sports,Offline,High,2022-11-30,880,2023-04-13,504,10.00,1.20,36.40,42.70,12.70
South America,Japan,Toys,Offline,High,2022-12-28,881,2023-04-15,380,3.90,0.60,21.20,8.90,39.60
Europe,Brazil,Electronics,Online,High,2022-12-11,882,2023-04-14,528,4.20,1.80,48.90,13.90,9.10
North America,France,Furniture,Online,High,2022-06-07,883,2023-04-11,561,10.00,0.10,56.10,5.20,15.90
Asia,Germany,Clothing,Offline,Medium,2022-11-18,884,2023-04-09,529,4.40,4.20,9.20,10.20,21.00
Europe,China,Electronics,Offline,High,2022-09-28,885,2023-04-10,494,9.30,3.30,29.10,46.40,29.60
Asia,Australia,Toys,Online,Low,2023-02-08,886,2023-04-15,457,5.20,1.70,44.10,32.60,13.30
South America,Australia,Electronics,Offline,Medium,2022-11-02,887,2023-04-14,366,0.90,0.30,34.10,37.60,12.40
Europe,Japan,Toys,Offline,Medium,2022-12-07,888,2023-04-09,996,4.30,0.60,50.50,6.60,5.00
North America,Mexico,Furniture,Online,Medium,2022-11-01,889,2023-04-12,23,3.70,1.40,83.80,36.40,24.90
Asia,India,Toys,Offline,High,2022-05-30,890,2023-04-13,611,6.30,2.60,36.80,12.50,25.20
Asia,China,Sports,Online,Low,2022-10-27,891,2023-04-15,665,0.50,4.30,34.60,34.90,44.80
Asia,UK,Clothing,Online,High,2022-10-27,892,2023-04-12,861,1.00,3.30,82.20,8.70,11.20
Europe,Mexico,Sports,Offline,Low,2023-01-18,893,2023-04-11,245,5.50,2.10,10.60,32.40,7.30
Asia,Australia,Sports,Online,High,2023-02-17,894,2023-04-13,919,1.90,1.10,7.50,34.40,15.50
Europe,Australia,Furniture,Online,Medium,2023-02-01,895,2023-04-13,936,6.00,0.90,81.20,49.70,12.40
North America,UK,Sports,Online,Medium,2022-06-18,896,2023-04-13,452,5.40,3.00,10.40,42.50,17.60
South America,Japan,Toys,Online,Medium,2023-02-15,897,2023-04-15,860,4.70,1.70,14.70,20.10,13.10
South America,China,Furniture,Offline,Medium,2023-03-10,898,2023-04-13,174,6.70,0.80,6.50,10.20,42.70
Asia,Japan,Sports,Offline,High,2022-08-03,899,2023-04-14,432,4.80,1.40,66.00,21.60,24.80
North America,China,Sports,Offline,High,2022-07-12,900,2023-04-12,323,1.60,3.00,52.60,33.50,31.00
Australia,France,Toys,Offline,Medium,2023-02-07,901,2023-04-12,192,1.10,3.00,92.60,30.60,36.70
Asia,Canada,Furniture,Online,Low,2022-10-05,902,2023-04-12,84,4.50,2.60,87.90,48.10,26.60
Asia,Canada,Food,Online,Low,2023-03-23,903,2023-04-09,311,3.30,2.50,90.00,38.30,20.20
North America,Australia,Electronics,Online,Medium,2022-05-09,904,2023-04-11,871,3.50,0.90,12.80,36.90,26.30
Asia,Germany,Furniture,Offline,Medium,2022-09-23,905,2023-04-13,542,3.90,3.40,5.70,25.20,39.90
Asia,Canada,Clothing,Offline,Low,2022-12-27,906,2023-04-11,453,2.40,0.20,35.90,25.20,32.40
Europe,UK,Toys,Online,Medium,2022-12-16,907,2023-04-13,838,7.70,4.80,31.10,30.40,1.50
South America,China,Toys,Online,Low,2023-04-07,908,2023-04-12,883,4.30,0.90,30.10,23.60,10.20
Europe,India,Furniture,Offline,Medium,2022-10-27,909,2023-04-13,633,1.80,3.80,97.40,16.80,32.80
Asia,Germany,Food,Online,Medium,2022-08-19,910,2023-04-11,884,3.30,1.50,95.30,39.90,27.10
Europe,Argentina,Furniture,Online,High,2022-07-30,911,2023-04-15,28,1.30,3.30,31.50,39.90,28.70
Australia,France,Furniture,Offline,Medium,2023-02-07,912,2023-04-12,714,1.40,3.60,59.60,18.50,29.40
Australia,Japan,Furniture,Online,High,2022-11-30,913,2023-04-11,481,1.40,1.20,42.50,19.50,48.80
Australia,UK,Toys,Online,High,2022-06-24,914,2023-04-10,962,9.70,5.00,52.60,3.40,22.30
Asia,France,Food,Offline,High,2023-03-04,915,2023-04-14,17,9.90,2.70,17.30,3.50,2.10
Australia,Germany,Toys,Online,High,2022-09-10,916,2023-04-13,726,2.30,1.20,64.90,31.10,6.70
Europe,China,Sports,Online,High,2023-03-28,917,2023-04-10,655,4.70,2.40,56.90,14.50,37.70
Europe,Japan,Sports,Offline,High,2023-04-02,918,2023-04-14,574,3.80,1.20,75.50,34.30,9.10
Australia,Canada,Electronics,Online,High,2022-09-07,919,2023-04-10,778,4.80,2.70,6.10,46.10,46.00
Asia,Germany,Furniture,Offline,High,2022-05-22,920,2023-04-10,297,7.80,0.70,35.80,24.60,48.60
South America,Brazil,Toys,Online,Low,2022-07-11,921,2023-04-11,604,3.60,4.60,31.20,4.30,20.20
South America,Canada,Toys,Online,High,2022-04-24,922,2023-04-15,494,9.30,1.60,80.90,48.70,5.30
Europe,Japan,Furniture,Offline,High,2022-10-08,923,2023-04-13,460,6.40,5.00,84.20,44.20,31.50
North America,Japan,Food,Online,Medium,2022-07-24,924,2023-04-13,318,1.00,2.60,76.30,23.20,17.50
Europe,Canada,Sports,Offline,Medium,2022-11-09,925,2023-04-14,918,7.20,3.30,99.20,31.50,36.00
Asia,China,Toys,Offline,High,2022-06-20,926,2023-04-09,523,8.50,0.20,82.60,32.70,10.90
Australia,Germany,Toys,Offline,High,2022-06-04,927,2023-04-13,380,5.10,0.60,81.90,21.50,46.90
North America,USA,Furniture,Offline,High,2023-02-06,928,2023-04-12,778,7.20,0.10,54.90,16.30,7.70
Asia,USA,Clothing,Online,High,2022-12-14,929,2023-04-15,21,8.50,3.90,19.80,32.60,43.00
South America,Mexico,Electronics,Online,Medium,2022-07-19,930,2023-04-11,536,2.80,2.30,23.80,40.60,1.50
Asia,Argentina,Furniture,Offline,High,2022-06-28,931,2023-04-13,486,9.40,3.80,45.10,3.00,5.70
South America,Australia,Food,Offline,High,2022-11-14,932,2023-04-11,843,0.80,2.70,12.30,15.60,16.40
Asia,USA,Food,Online,Medium,2022-10-13,933,2023-04-09,540,4.60,0.50,37.10,48.00,8.60
South America,Canada,Food,Online,High,2022-05-09,934,2023-04-11,209,9.00,4.30,32.00,18.10,7.90
Australia,Argentina,Sports,Online,Medium,2022-06-08,935,2023-04-13,880,4.60,2.10,44.00,8.50,12.30
Europe,USA,Food,Offline,Low,2023-02-09,936,2023-04-11,881,4.80,1.50,64.50,38.20,23.10
South America,Germany,Furniture,Offline,Low,2022-09-14,937,2023-04-11,703,7.50,2.90,12.40,31.50,8.40
North America,Argentina,Sports,Online,High,2022-06-06,938,2023-04-09,3,4.60,3.10,17.80,29.70,33.00
Europe,Brazil,Electronics,Offline,Medium,2022-06-02,939,2023-04-11,13,0.20,4.80,69.30,14.40,13.80
South America,Argentina,Sports,Offline,Low,2023-01-03,940,2023-04-12,101,7.20,2.00,74.50,9.80,2.60
South America,Australia,Toys,Online,High,2022-08-23,941,2023-04-09,493,8.40,0.30,80.10,34.50,7.50
Australia,Germany,Sports,Online,Medium,2022-07-21,942,2023-04-09,453,5.90,1.30,57.40,7.40,1.90
South America,Japan,Toys,Online,Medium,2022-10-16,943,2023-04-12,918,2.10,3.20,59.20,15.00,28.10
Australia,Germany,Sports,Offline,Medium,2023-02-19,944,2023-04-11,513,9.50,4.00,94.00,46.60,12.40
South America,Brazil,Toys,Online,High,2022-12-23,945,2023-04-09,272,8.80,1.50,53.50,10.30,17.10
Europe,UK,Furniture,Online,High,2022-10-07,946,2023-04-14,134,7.10,1.00,27.80,8.60,4.00
Europe,Australia,Food,Offline,Medium,2022-04-17,947,2023-04-14,209,9.50,4.70,99.10,10.20,19.00
Europe,China,Furniture,Online,High,2022-08-03,948,2023-04-14,538,6.90,2.10,56.00,33.50,2.60
South America,Germany,Food,Offline,Medium,2022-05-22,949,2023-04-14,758,8.90,0.90,87.00,12.70,43.70
North America,Canada,Clothing,Online,Medium,2022-07-30,950,2023-04-14,256,3.80,5.00,5.00,35.80,33.00
Australia,Germany,Furniture,Online,Medium,2023-03-27,951,2023-04-10,405,4.30,4.80,25.80,3.50,6.10
South America,Australia,Sports,Online,Low,2022-12-24,952,2023-04-09,590,9.20,1.10,94.00,4.30,15.70
Asia,Australia,Toys,Online,High,2023-01-14,953,2023-04-11,595,8.40,1.40,11.20,2.20,24.70
South America,China,Toys,Offline,Medium,2022-05-06,954,2023-04-10,695,1.30,2.00,59.40,38.80,45.70
South America,Germany,Toys,Offline,High,2022-12-02,955,2023-04-14,444,4.30,0.90,70.10,38.30,9.70
Europe,Germany,Electronics,Online,Low,2023-02-18,956,2023-04-14,547,2.60,2.30,74.40,43.30,12.80
North America,Mexico,Clothing,Offline,High,2022-08-03,957,2023-04-15,779,7.10,1.10,34.00,49.70,27.30
Asia,Australia,Furniture,Online,Low,2022-09-25,958,2023-04-09,602,1.30,3.50,7.20,8.60,28.00
North America,Germany,Clothing,Online,High,2022-11-13,959,2023-04-09,39,4.00,2.30,63.80,40.90,44.60
North America,Australia,Sports,Online,High,2023-01-21,960,2023-04-11,59,8.90,0.40,47.80,23.20,28.10
Europe,Brazil,Toys,Offline,High,2022-05-21,961,2023-04-13,986,4.60,3.00,86.50,25.50,35.30
North America,Brazil,Electronics,Online,Low,2023-02-13,962,2023-04-10,28,0.50,4.50,77.60,48.80,27.20
Europe,Australia,Electronics,Online,Low,2022-09-27,963,2023-04-14,764,7.70,4.00,50.00,30.20,31.30
Asia,China,Furniture,Online,Low,2022-11-07,964,2023-04-12,562,9.70,3.50,70.40,15.80,23.60
Asia,Mexico,Electronics,Offline,High,2022-04-24,965,2023-04-09,207,3.70,2.00,80.10,41.30,37.10
Australia,Argentina,Food,Offline,High,2022-10-30,966,2023-04-10,733,9.90,3.70,58.20,20.00,25.70
South America,Mexico,Furniture,Offline,High,2022-08-05,967,2023-04-12,379,5.60,3.10,73.60,7.40,24.40
South America,Australia,Clothing,Offline,Low,2022-10-12,968,2023-04-11,751,9.70,1.80,51.70,1.20,34.30
Australia,Canada,Furniture,Online,Medium,2022-05-07,969,2023-04-13,524,2.20,3.70,82.80,31.40,28.20
Europe,France,Clothing,Online,Medium,2022-07-12,970,2023-04-15,200,0.40,0.90,97.70,32.60,8.00
South America,Canada,Electronics,Online,Low,2022-04-11,971,2023-04-15,987,1.30,3.60,75.20,10.10,9.00
Australia,Germany,Furniture,Online,High,2022-07-05,972,2023-04-13,71,5.50,2.00,3.30,30.20,37.40
South America,Brazil,Toys,Offline,High,2022-12-07,973,2023-04-13,916,5.30,0.20,83.10,9.90,11.20
South America,Japan,Food,Online,Low,2022-07-31,974,2023-04-14,661,5.30,2.70,26.40,2.60,20.90
Europe,Argentina,Clothing,Offline,Medium,2022-08-13,975,2023-04-11,357,8.90,1.90,36.30,13.60,35.50
Europe,Canada,Electronics,Online,Low,2022-08-26,976,2023-04-11,121,2.50,3.00,24.40,37.80,2.70
Europe,India,Toys,Offline,Low,2022-11-18,977,2023-04-10,805,9.30,3.60,71.80,12.30,16.10
Europe,Brazil,Food,Online,Low,2022-10-19,978,2023-04-09,309,2.70,2.00,68.80,2.30,45.70
South America,Mexico,Electronics,Offline,Low,2023-02-21,979,2023-04-10,757,2.90,3.30,26.10,45.10,28.40
Australia,Argentina,Toys,Offline,Medium,2022-09-23,980,2023-04-11,518,2.60,0.30,50.30,44.30,28.10
South America,Brazil,Sports,Online,Low,2022-06-22,981,2023-04-09,740,6.80,1.40,48.50,26.60,27.10
North America,Brazil,Toys,Offline,Low,2023-01-10,982,2023-04-12,923,6.90,1.10,44.60,3.30,20.30
Australia,Germany,Sports,Offline,Low,2022-12-16,983,2023-04-11,910,8.70,2.00,21.50,1.40,43.10
North America,Brazil,Furniture,Online,Low,2022-05-11,984,2023-04-14,78,6.00,3.10,91.10,30.70,27.20
Asia,Germany,Food,Offline,Low,2023-02-07,985,2023-04-15,711,7.90,4.20,50.90,21.40,40.40
Australia,Japan,Sports,Offline,Low,2022-04-29,986,2023-04-09,350,7.50,2.30,20.80,1.60,1.10
North America,India,Electronics,Online,High,2022-04-19,987,2023-04-10,182,2.50,3.30,50.90,9.50,26.10
Europe,Argentina,Toys,Online,Medium,2022-09-24,988,2023-04-11,723,3.10,2.00,87.90,4.20,23.70
North America,France,Sports,Online,Low,2022-06-06,989,2023-04-12,177,6.80,3.60,59.70,35.70,30.00
Australia,Japan,Clothing,Offline,Low,2022-04-21,990,2023-04-12,25,0.20,1.40,65.50,30.50,24.90
South America,UK,Toys,Offline,Medium,2022-04-28,991,2023-04-09,166,2.80,5.00,11.80,34.20,39.60
South America,France,Furniture,Offline,High,2022-11-28,992,2023-04-14,589,3.50,0.70,35.80,16.20,48.50
